episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
88,410.0,497,52929,0.2,0.08032659369130288,534.3292475407943,True,False
89,1100.0,753,53682,0.2,0.08204119722358882,542.2194199576043,True,False
90,800.0,679,54361,0.2,0.08101043026784764,549.3929463746026,True,False
91,260.0,366,54727,0.2,0.07655084949846451,553.1634473749436,True,False
92,870.0,801,55528,0.2,0.09489753164017378,561.3280906248838,True,False
93,850.0,628,56156,0.2,0.08552722914654548,567.8865514998324,True,False
94,590.0,483,56639,0.2,0.07646299557139476,572.8946085409261,True,False
95,1090.0,604,57243,0.2,0.0880804912538718,579.1215477907099,True,False
96,380.0,521,57764,0.2,0.07702275440239041,584.4740269579925,True,False
97,600.0,629,58393,0.2,0.07866447197071685,591.1581247076392,True,False
98,520.0,430,58823,0.2,0.08604780466200035,595.9032922079787,True,False
99,470.0,509,59332,0.2,0.07436057647282723,601.4161592908204,True,False
100,560.0,593,59925,0.2,0.08656816166901105,607.6515381247737,True,False
